Re,K,f
376.0010618179528,4.520290785463904e-06,0.1691985248118021
201.455708022748,5.9634078385766924e-05,0.32798979958271274
314545.66810997913,2.0451840813587706e-06,0.014385982141780473
2342.6056681247837,1.544800747437222e-05,0.03417033519643411
741.7503016379113,8.21034829335464e-06,0.0864235403952525
153.11588657076183,6.887259786651242e-05,0.43496621451325823
8952.470731397814,0.00032924927178329324,0.03584445884605576
23567.536485974717,0.012370769598127856,0.047155148141291806
122868.44070031749,1.6359514601031703e-06,0.017849865619728532
209.8842301845863,1.9907280358614644e-05,0.3350543858615011
656.5360093502948,0.025730766516712453,0.09671429271931847
27568440.597936183,0.01960641355176384,0.049553920648534824
18441.732951925136,0.025571493533691335,0.051947578003615734
3788.118112962215,0.0016252359234974485,0.04026079987414291
25689893.62059407,0.00012351796807438104,0.012290024964739223
2743106.6623489307,2.9327930295024397e-05,0.011434136746982853
214.2857404750747,8.74089980949976e-05,0.3001618849910133
28338186.92806809,1.888617513645991e-05,0.009487221805912858
118.19185500056987,0.00023124933055679726,0.5041051014659212
36711020.61465044,0.017079812056541886,0.04780529586917816
13589858.825397067,2.67408873206152e-05,0.010230054148787719
17732019.2302859,1.4265589293456926e-06,0.00734152612843528
203192.32806899253,0.0002823122272148371,0.017739228752981225
9375.507024548122,0.03438384470671866,0.06332499090072713
86066796.43889828,1.4818522070168148e-06,0.006642700921074971
2406305.0394997993,2.4215402264107937e-06,0.009986424252847277
9230.247397507594,0.0001720857473720784,0.03176140329939081
170.30294759826717,0.0002510464028413166,0.3548747133798507
119.29410254182035,1.4977235178018596e-05,0.5590128623007832
2718.0577547599314,0.00020161426471131686,0.04132034316759906
316.1778409587116,0.000722886587938482,0.22289387330012228
984256.4856437386,0.03081832304176714,0.055668862464430965
2621513.350627236,0.04135251326578087,0.0717308772741932
52848241.19740542,1.905703046991336e-06,0.006539269023008479
2831.4266719352863,3.261709038555526e-06,0.04072303199825432
1918149.187601857,0.010240247436158078,0.03527408625351379
18964.141703582925,1.0253537246189268e-06,0.024409855866264416
45713328.993905984,0.00035912002984652216,0.015983714238515245
68602998.66382709,0.0002726233963165579,0.0133995627311344
87454.24697575676,7.065257942077311e-06,0.019640049171979704
30902.44083766891,4.8077308603040075e-05,0.024276864085701413
28141.08299013542,2.9466935900059886e-05,0.024641367330589616
44654672.57799805,0.00047078732552238847,0.015779039868501096
5053508.578997636,0.0019960179811180576,0.025098534591918915
982.0362726604626,1.7800484592942082e-06,0.0594697026465596
17088805.5123666,7.862600808259799e-06,0.008909135035303904
15775130.63363345,0.04789117831346356,0.06925580722596117
9641.982110289066,0.0007639261450805412,0.031581953658283465
5478.979808897238,0.005671298972922759,0.04332212772170117
74574812.35857226,1.0430764294575604e-05,0.007963739677146229
194.230960418672,0.0003199015412312707,0.3187994414894979
906075.9336943321,0.008277562698213925,0.03446079424064328
207801.47793253438,0.0001634311855833476,0.01671358083749764
4852.281615924317,0.03842041080904248,0.07257646573851677
332752.9909511499,0.00019809477892499948,0.017046224387796644
528963.1137042185,0.00010882078933314535,0.013988838402470456
13289.137840636138,0.0002003658434177612,0.02605787882176964
48768.99986945162,0.0051601010387942224,0.03051236045222368
13269.241061688037,6.620369682569257e-05,0.028399723316378068
49598529.15322308,8.330829692277152e-06,0.007671786875068234
1287341.6024016086,0.03341972579982845,0.05769596222693924
4810.192827869781,0.009485990515148129,0.04693200202179511
13252.723696348794,2.568738543182668e-05,0.02942104046514733
254.87009623425695,0.0008137254149637506,0.2622786254905166
47259.560051333894,0.0008108849091562266,0.021557596366043895
66852818.184591025,3.319374310534041e-05,0.009198623327281049
60087393.60448613,9.247324247828362e-05,0.01220274350778211
41650450.859646045,0.00573318571885768,0.0320413160662632
2784877.342991914,0.02269253948287174,0.04907976508615541
25211.950913839413,1.2750054200938495e-05,0.022399567456917988
5652.083971907035,0.00787879322644457,0.04303091494316395
136687.9045621728,0.0028532563063324366,0.02830462795806311
274.3033414386228,0.00010034581289287189,0.2393483220113049
4913.05507064518,4.629756575596062e-06,0.039161750413671155
310842.89743268536,0.0016490001943325408,0.02434079518907776
664.1655637039406,6.721241818807502e-06,0.09304456305169174
15182682.860773822,2.207360666340195e-05,0.00914964918585773
12323106.332933247,0.0016696134502698398,0.018792363646123238
20992.875929661524,0.02891518248836458,0.05337098358811361
14193715.482924107,0.015070090465612874,0.043824962733809494
659647.3456041794,0.0017948529643236684,0.022185139144190482
21490402.428005937,0.018273430579182404,0.04381239883175929
1607.694645023543,0.00039565983859539514,0.03956828589790558
7497971.0841842545,0.0006365577097283962,0.017568173578075268
318.004412907201,0.04842850718063563,0.22007830051167993
529736.7617101116,0.00010003375107000436,0.014591753734954666
41377931.09021704,7.282883306272952e-05,0.010443966892084718
4954743.493321997,2.1368620142767637e-06,0.00910149606418723
3951.5404000052345,0.016559224398621307,0.057597869345059984
2372529.8865346736,3.162654416951698e-05,0.011759012772570989
1849371.6167145786,5.391163009233565e-06,0.011552097004591276
547683.7868419653,0.0022210881695167266,0.023792323234862495
6402.971027551371,0.0008497390780741435,0.03872256135478263
6146311.235182148,0.00015214997813085154,0.012279375622550603
2300123.2503184187,0.00567611768408366,0.030912704612336125
9590.396620636855,0.0020945764565852057,0.03445045953592833
327272.4191088179,0.006503486904452288,0.03340863599706221
415.32619114540404,0.0033873582791431947,0.1544887881478734
316192.947580411,2.4823691749647993e-06,0.01293776899346219
2593014.5180170713,6.152689734713266e-05,0.012582245034886861
403.30775247405035,0.0007747550486103938,0.1681628849783089
2840.863228177773,4.611841914178124e-06,0.040996170325114406
3990244.318038521,1.0210097365834151e-06,0.00918690068249593
82152668.7991807,8.78728497322821e-06,0.00815429901465945
2417.920208000667,0.0001993976172881374,0.03227163547357148
2205.3358813065906,2.4564616404983988e-05,0.03295967918682828
59140298.56033332,0.0019545662538767105,0.021134648245536236
41575909.52909328,0.0005715609154423525,0.017592912305565315
109.72890849585143,0.00019107451967150747,0.5953681267074025
356.1250600700365,0.020390364870028373,0.15623018633077876
6527.3435331776145,0.033389965276772016,0.06295930432891106
46683491.296075344,0.01766663543167427,0.04593075027023979
4416383.204920352,0.017747463132628292,0.04403489204638327
1439.6213535377744,0.04063200020477772,0.045802852936788416
279.4299257733661,1.2534292914797967e-06,0.22966207596614416
38844.878504087515,1.4159327894037212e-06,0.021020641674735496
298050.03571327665,2.565095913154323e-06,0.015144513607581999
36397.5183967537,3.5745395607075797e-06,0.021602743425181717
2217322.849554685,1.4827350046606485e-05,0.010463164465086768
141.00836967861616,0.005639421512774287,0.4565722578686354
469.3883885362616,0.031125541400933033,0.12601992662026804
102.1668810538913,0.006725301947801902,0.6227029454616687
29670511.17714982,2.0001830668667863e-06,0.006762173591289954
2768653.4704214386,1.9920077808421645e-05,0.01086104653479708
63611203.77532658,9.28587054759354e-06,0.008766314638346793
5580.347759957213,0.002576759903129506,0.038019966215111285
208.74580748334995,4.833579922630978e-05,0.32604674302563363
20680.973142754072,0.004586694661599061,0.031013664708002826
2591669.3083048062,6.616298344702302e-06,0.008964900821444324
10007.79164226373,0.015310418683150579,0.04933724810791477
2866.147797950835,3.073264993238072e-05,0.04247115645004512
7611805.619373647,0.017725481785911584,0.04648964486803389
48722771.45327692,0.0010314630249743462,0.020272725038401596
564934.6951966223,6.149009189876623e-06,0.012465843161401818
47973477.7178765,9.458100853590715e-05,0.011617389330558725
106078.88986572456,0.024427839406393967,0.05595640093669529
71477.95022182738,1.471325052243803e-06,0.02075689909081255
7966.962475036215,0.00030288775064224373,0.03327413552747162
3038109.5668788427,0.00024805129069990826,0.014326882213127742
444872.87340269884,0.0022511121443232,0.023062555868927637
17724.81060756101,0.027528425648565263,0.056821602923843494
63840401.37586055,0.008681093129113561,0.034709893196115914
120154.87556985235,0.004009454271567526,0.029447737855677274
114998.21011409386,0.002812198178052049,0.024057782003907294
86323.18988233099,0.016481533350155876,0.04254863757782335
324.9904908523666,0.005034433226997376,0.18773691608304782
775.9140936492335,0.004993107958493819,0.07860593818388592
152898.1597338179,0.023353873510382907,0.0560549627399625
28441687.333673187,7.277357550323863e-06,0.00821436356570006
39442162.617865905,7.615220464620196e-05,0.01246049125004875
6702.4788504100125,0.004382356474522201,0.04188026959581394
4631230.0395106375,4.178583232853749e-06,0.010325979933072285
1723134.926016526,0.0006067433878173542,0.01840600916352091
247692.7282477361,4.633166326101481e-05,0.015600223919145983
6390.032707264234,0.0030614166922716055,0.039955001828797486
298791.4759083706,1.0364266887899357e-05,0.014015310963685341
435.68233268152864,0.002494825103070876,0.14778568397582648
749632.5992020896,0.0013097265820077649,0.024608100541654753
18224132.502064392,4.5854867116877885e-05,0.009831815881553106
1389.7529586052094,0.0010934132043085903,0.04884244579305926
1096748.3906049614,2.2135726681541785e-05,0.012695311886017803
1928251.4348638607,0.0002520194635340796,0.01639829766076984
42606.102539805375,0.0034943967661771385,0.030832992022713782
4917646.462713361,4.947091530431155e-06,0.00920994257173682
17868.80421990852,1.365942869072265e-06,0.02790628585043168
9728.084847150074,0.03199669134281582,0.06303775495812015
8666.73810142286,0.0032180423509456887,0.038020072492978396
10534.629291562313,9.406231649084129e-06,0.03113533207562513
29441.178634726715,2.7518640748695557e-05,0.022273357318817726
7033292.567409265,2.347248202541099e-06,0.00880623574603773
11766.777514501295,1.3042146233964357e-05,0.029386768659246488
259.3538608269913,1.9155140244302302e-06,0.23618680007277779
439.9122353328672,4.6328651743589484e-05,0.14261974799662322
6838638.65460164,0.00037086765752850494,0.01547701543483474
22715164.867897965,0.001310929889138008,0.0202208195369463
3373176.453689498,9.072583907313841e-06,0.010751545898721744
1583.7258194962828,0.0008172463678866417,0.042418782825274275
793952.4710710626,0.002739705761860628,0.02498519469623789
4260827.5112396395,0.000650819549499847,0.01596704999394755
240513.70650559198,0.0002584243741046588,0.017845522496693043
1330.377604678045,7.651851920302894e-06,0.04836114449841027
8424781.073178716,0.001461623931320213,0.019346191375298367
15730489.868794857,0.0019664043633323873,0.024034941237301623
48502482.062284306,1.3964304604468836e-06,0.006177385973234004
488.56848892784143,0.0004829788541786926,0.13115885243054712
7718.521706115741,6.031112000952737e-06,0.03742153892243941
129.0038774569666,0.00013130324081209657,0.48710583807438923
237670.90834645816,0.0003391210521537371,0.015202068396867567
6279496.076425225,1.4141086793499375e-05,0.009156565390770184
229.74714426908415,1.2726737405880153e-06,0.2636181643514781
1171254.5433783834,0.02377863606658329,0.05209701504606268
4178.435718229152,0.00041036616002459997,0.03680649561986695
580255.1127550891,4.5076704245882325e-06,0.01277581671832985
7583431.834192149,0.015790092181979163,0.0441112313792396
4903782.331259676,0.0004760607552478612,0.01659220063570901
53368.668217359664,0.00036701609101183697,0.02008036063027318
997512.7695639736,8.313612133673699e-05,0.01321557555990006
62663.847671413154,1.6465410327497516e-06,0.020119838875263647
32936.29596976549,9.517722756543603e-05,0.02205319009147576
85411164.55627003,0.000773083977987637,0.017867073773862582
46039718.933102965,6.242437291568294e-05,0.011737422535458404
89688.24440094792,0.0005946770394291905,0.0218208460802532
229.97912710573607,0.011493784561593695,0.2845862943046482
81858610.9978824,0.0010223271970060755,0.01919982337675432
329538.4871084032,0.005018727669809894,0.03010251971216139
964.176565752759,3.5405499404035643e-06,0.06816935129115913
1344.3689737264838,0.016796039990710037,0.046763778109167826
6376040.487293205,0.027775833296885686,0.05836078710535147
11220.04645314673,8.890683099012601e-06,0.025729690209000056
8786.1558203134,0.002942866737468278,0.0319843303613133
10720082.181453098,3.854813068684374e-05,0.010353480876741289
46449.82385705969,6.857917766424073e-06,0.02095540890805007
1360.6395981790295,0.0032384444731463438,0.04789352759053808
353.73801224150895,1.0245903376134993e-06,0.16830494114381894
399648.9241404573,0.00044810231975994847,0.016334775403379718
463.6100806464148,1.1653826121052296e-06,0.13351316421234916
1207.3212737343304,1.941189069885252e-05,0.05390445396659708
15311221.511800231,1.9500815466332e-06,0.008562180836071853
77921891.60695903,9.18044923684411e-05,0.01205836407723149
9588.0190946195,0.00011698094629894988,0.030397749122810437
9483224.339098347,1.2731135833456788e-06,0.008104278599240818
2426778.3897512606,0.0007027296030551968,0.018423801510223846
74168.88166350545,0.003220579866077957,0.0292832861920903
8864210.343054743,0.011414724141130183,0.03804095280135256
32874.73635840385,1.3902268187085947e-05,0.02252871659396196
11562859.077322835,0.002228086035076073,0.024216209902838858
27620.499304745306,0.027943784808591388,0.059986527639818814
25229316.041358236,0.015314880482545284,0.046244673034003994
117.34297272528786,0.0014003390762263464,0.5591155900972008
2377.2297857874937,0.011721994900356688,0.04545932832109121
4112.2043344632,0.026175931922119384,0.06013885331555832
48414.964283777714,0.0349801680472482,0.059130706827299935
4294769.574491851,0.00166040317463411,0.021166507102779213
89973.882573291,0.00021183065830843983,0.0220218398026699
79892.0222356584,1.3756205233855926e-05,0.018025538919826667
406689.829939345,7.071544828372863e-06,0.014169118662807414
93140.66568184509,0.00010346241448667722,0.018925576832596092
49903.244126171354,9.160757017201054e-05,0.021022171756278407
1895388.5784777391,2.1247793929153263e-05,0.010369131824343963
23098184.978278246,2.6675954386904814e-05,0.009223725986786438
2392686.8855344094,4.190235493778481e-06,0.009586752954848534
7345599.817207693,0.0012419261352251015,0.02225184193251628
9859.780648919566,0.0008345885343562401,0.03219232190451088
411748.06978313805,0.000990608352604843,0.02070725295094942
598.3738963343201,5.872133405427112e-06,0.10247905946325414
112268.84988387184,5.26609555076258e-06,0.017046470972731362
27037460.185351133,1.482956558680831e-06,0.0075801963993034314
14301539.40409208,1.336363675241459e-06,0.007887632447812168
175.0598801762345,0.011242351254292593,0.37277956106793725
11534798.580279574,0.0016749178433112589,0.02218301810072836
328116.9729884986,4.797992031238969e-06,0.012449924480522128
21905807.417174272,0.0366713257234461,0.06050500061335323
30074.9852301265,0.00024374752276938664,0.023546726169702714
295320.88268850284,2.533262547526205e-06,0.014227303243615274
2926.145069431353,0.004386759413471127,0.04397265583545602
410.29646402063906,2.4624621951596936e-06,0.147219412678172
139391.81279346332,9.86300033375361e-06,0.01627893559306425
898.631295776983,1.7642695397731434e-06,0.07176697411412009
1328831.1100209798,0.0008136057220247156,0.018684155947906525
367.15074223915957,0.0005149886808264001,0.1711677505316476
4591.725445338954,0.024764116214689515,0.06156486486419287
1757639.3785216273,0.0252946548859608,0.060416211708968895
232996.7933672733,3.68172467764139e-05,0.017067501286046397
1164740.2897918934,6.2236295543001955e-06,0.011145970203739397
233766.99456092645,0.0006023566868666066,0.022681258671929373
46926910.143701546,0.0008407579426523251,0.019904622660233073
11709438.20015183,0.0034208703295850493,0.02889255344032582
6027.56539912548,4.302793825201219e-06,0.03551730661031394
22084.070215458894,0.0016344825793959891,0.026265391547221746
64204210.61517048,1.2218619964130828e-06,0.007287078994549905
11256.522653908425,8.349796959394793e-05,0.029260099033815285
139.26774310563187,0.024385764982609068,0.45009524231527354
107722.44647851987,0.00015683006128487003,0.018936947435780883
14561921.413077455,9.282735786525922e-05,0.011839005336184424
23556.003923941975,0.0014913974870063365,0.028275905645324576
633.5516025620756,8.188613311775305e-06,0.0980603754699761
6139174.837381786,0.04362190164394368,0.06371890867803902
12795.09313987691,0.00028950235854636547,0.028258811806110617
9032959.69597586,4.593601830062883e-06,0.008602488120963822
21428.046395687306,0.00014651739261779755,0.02552227034451943
6319807.557106797,0.0010632497013706053,0.01923114499275464
431606.6644189011,0.0015748654110456974,0.022281528125275004
8880697.133082997,4.379745691576062e-05,0.011972233546165043
345400.9497151254,7.4828629658225835e-06,0.012713327410863031
26980.928153627076,0.0004918186146464444,0.022450345205096908
8598132.761119118,0.000511796139905475,0.017380771207048024
31524.276660267165,0.00025179372128503066,0.026184368041426053
49926264.94037461,7.688198357367928e-06,0.007486889840041623
10655930.310840541,0.0008245217523243877,0.01690759699403173
50791.25929616942,1.9063934943595454e-06,0.0199620981069126
17373630.23755559,9.893220906021668e-05,0.011884650867589714
131459.93151478644,4.563416756505742e-06,0.017572781089660563
387.54440194198145,7.984482444761842e-06,0.16070964374990532
2604786.3372417344,0.0020536625728450318,0.023956751992244625
2197.0195845261524,0.004366395327811807,0.03437609053136956
112.84908709216636,1.3152545785687522e-06,0.521326689942295
35741856.75302981,6.120033704723569e-05,0.010938838144005423
32786.2680666242,5.556959064290352e-05,0.023103635074216162
11128.89001006164,1.664626182617125e-05,0.031882393814191085
7982.9597854617405,1.143536753614773e-05,0.03164672030451164
4183.881920901889,4.763239414004464e-05,0.038217793154632605
14027.132063583123,0.018150169625026205,0.050396223163384435
10029.121256986904,0.021843216413995472,0.05715024479952095
1734439.0751906314,2.2568918572941326e-06,0.010473950345265852
3020.79574417954,0.003214494757206335,0.04570111691058977
585.4083299788343,1.1411244142287178e-05,0.10350447642348876
177338.0086793032,8.910064378230463e-06,0.015439052854954421
79235544.241584,0.022620563430422083,0.051627024169053855
3871.238544898532,6.090263218099775e-05,0.04213239032695699
19433375.37251551,0.0001221411557657921,0.012438489584366098
49480359.767474346,1.182332786924282e-05,0.008365967513151993
13363047.896659812,0.00031178690606597684,0.015099453111633156
64459865.020782076,0.001768338030661781,0.023230060041268357
509101.89144588145,0.024222737562066672,0.05564417524432451
3809.000248937944,0.029021607530590243,0.05946755323824276
24345.032221112993,0.00020885060684754927,0.023944015695601322
279444.57767260505,0.008064371562198242,0.0344255701056759
13976793.741099576,2.5121009288903707e-05,0.01030761308635906
104918.99066117933,4.7574191664508756e-05,0.017676477707950305
920535.8096050089,0.00015857828171213188,0.014670993477215965
25645.262269133305,1.972706288144312e-06,0.02590089336326122
20366312.615437217,1.3290602599070887e-06,0.007381494234130069
154825.71247446674,0.00022326992793767994,0.01753655770263418
4010999.194986054,0.019199163046869683,0.0470334835876324
13492261.87589623,0.0001553032928332655,0.013305125997797124
3707.6271385703353,1.8494090267293425e-06,0.042803812377717326
356795.98252476676,1.3175268131890305e-06,0.013126990636021435
12903518.733340906,0.011123677465823305,0.04038237341642433
1634877.99226665,0.01039401622606885,0.03989877142279677
73095574.0720005,2.443092893049352e-05,0.010274468154409692
295136.09228347684,0.006662531753817297,0.03151053716680469
40878731.03752267,2.0884153381402026e-05,0.008885532281010565
27338305.41958202,5.332842504964841e-05,0.01038614679516841
139582.55122452893,0.005332651887019415,0.02850355019886166
3731.8856899965926,2.776345479148144e-05,0.04180780060496757
11955990.499419294,0.0003651071235861664,0.01598248684179937
183773.40693848685,0.0008301581664532541,0.020960531214209127
1259836.8059114914,1.059721910288061e-05,0.011523733507413552
90901.37777820467,1.152806325865599e-05,0.018827545891651476
19405546.184494596,1.8954926920360837e-06,0.007943726771146286
171988.71818750293,2.4457703303043907e-06,0.014964805337422973
36711431.738373876,0.03173687897256145,0.05607769301353439
1868909.758849556,0.03981166009024179,0.06581882738012268
1536728.4012825661,2.9530736696663314e-06,0.010277044640259903
63485.263761455215,0.0006662974395592197,0.020692264996495277
43850195.70566466,0.029854515892358796,0.05507178403533108
3048.3047425567024,0.03046085864061233,0.06913723405385773
109707.75373060054,2.5250391692494554e-05,0.01774389385398402
24692926.930091396,0.000718344682841255,0.017206111483563623
5775904.104238103,4.606429959132818e-05,0.01010343399248744
137171.798433822,1.8130417771947825e-06,0.01579725475876565
20024.36337112044,0.0009787091270772538,0.027439160714771156
2552756.9101754925,1.6642538733130513e-06,0.010727216069087884
4724337.557924398,9.084635386638948e-05,0.01230981791311888
561899.6074666067,0.03402040407625171,0.06496673603900069
47393.770406814285,9.500992456017547e-05,0.02021697511109764
108.84367510473902,0.0002706422867363713,0.602962709389329
51066.65363927133,1.837443089244229e-06,0.01942832166415454
1784.3553059089536,0.00022567746213933028,0.04015831965214928
6634654.357092182,0.0011782631910349246,0.021165342409926936
44465631.37920107,0.00895539173305927,0.038126424205334436
249.2735253375674,0.039158557912169586,0.27637321727653974
492.60133193666326,5.122689158641977e-05,0.13207462550224547
415.29715387272256,0.0012600965949499268,0.1537049801085093
594.7860512138959,0.0010996251622909067,0.10893363286867819
50624899.099746875,6.968170468013687e-06,0.007625583307906599
20249782.41587958,1.9242091557524596e-05,0.009011737614998272
2318613.6884045484,0.020795026049739054,0.04650037347194664
23056.071554392776,0.019984853476060938,0.05302632521109528
9483.607248645572,2.249450618008197e-05,0.03114757031742413
22036.357431279215,5.47079575670045e-06,0.022793948162222792
15698.615557255347,0.0002545233412612049,0.0271311008514037
99909.68193786652,5.35595971888695e-05,0.0180665809536152
32856175.417508308,0.00021051747793728376,0.013873578051078759
2849.154121584433,2.5015957847709183e-05,0.04420470925315487
651834.3689914653,1.0484179287420396e-05,0.012921954550871612
692.6583201903227,0.0014429476685384453,0.09544482270009273
258.49499158780765,0.044320368718180354,0.25940269405348926
145.8734825661425,5.050553637920928e-06,0.4519669430529348
10938.4648667516,0.00018235237805346442,0.03035186153089505
